nama_dokumen,kalimat,index,important,conjunction,length,words_in_title,position,cue_words
Alfharizky Fauzi_Kualifikasi.txt,metodologi teliti proses analisis system ancang analisis program teliti ini,0,1,1,10,0.0,0.0,0.0
Alfharizky Fauzi_Kualifikasi.txt,analisis ancang teliti ini,3,1,1,38,0.0,0.07738919667590027,0.0196078431372549
Alfharizky Fauzi_Kualifikasi.txt,3 1 tahap teliti gambar 3,4,1,1,31,0.0,0.10249307479224376,0.0196078431372549
Alfharizky Fauzi_Kualifikasi.txt,1 tahap teliti dokumentasi teliti tahap teliti gambar 3 1 tahap teliti 9 tahap studi literatur dasar teliti analisis butuh system bangun kumpul dataset preprocessing data bangun model training model evaluasi model deployme nt model implementasi model smartphone,5,1,1,8,0.09523809523809523,0.12725069252077562,0.0
Alfharizky Fauzi_Kualifikasi.txt,program jalan program akuisisi dataset dataset tahap preprocessing m enormalkan data tahap preprocessing mentraining dataset dapat dataset hasil latih divalidasi lanjut tahap tahap test ing terap model dalam mobile phone smartphone,6,1,1,29,0.05405405405405406,0.15166204986149584,0.0
Alfharizky Fauzi_Kualifikasi.txt,tahap camera nyala deteksi objek jenis sakit kulit ,7,1,1,24,0.03225806451612903,0.17572714681440443,0.0
Alfharizky Fauzi_Kualifikasi.txt,tahap objek jenis sakit kulit masuk deteksi camera m aka citra proses klasifikasi divalidasikan data database muncul label nama dataset muncul nilai confidence citra jenis sakit kulit terdete ksi,9,1,1,36,0.0975609756097561,0.2228185595567867,0.0
Alfharizky Fauzi_Kualifikasi.txt,3 2 analisis butuh analisis butuh analis komponen buat jalan program proses cakup evaluasi identifikasi meta butuh perangkat libat buat system program teliti ini,10,1,1,27,0.0,0.24584487534626037,0.0
Alfharizky Fauzi_Kualifikasi.txt,analisis butuh teliti ,12,1,1,11,0.0,0.29085872576177285,0.0
Alfharizky Fauzi_Kualifikasi.txt,3 2 1 analisis butuh perangkat keras perangkat keras teliti identifikasi sakit kulit manusia laptop acer predator helios neo 16 mobile phone smartphone xiaomi redmi note 7 bahasa pemrograman python spesifikasi tabel 3 1 tabel 3,13,1,1,53,0.07142857142857142,0.31284626038781166,0.0
Alfharizky Fauzi_Kualifikasi.txt,1 daftar perangkat keras no perangkat qty spesifikasi 1 laptop acer predator helios neo 16 1 13th gen intelr core tm i7 13700hx 24 cpus 2 1ghz,14,1,1,122,0.044444444444444446,0.3344875346260388,0.0
Alfharizky Fauzi_Kualifikasi.txt,random acces memory 8gb,15,1,1,15,0.15384615384615385,0.3557825484764543,0.0
Alfharizky Fauzi_Kualifikasi.txt,graphics card nvidia geforce rtx 4060 8gb solid state drive 2tb,16,1,1,29,0.02564102564102564,0.3767313019390581,0.0
Alfharizky Fauzi_Kualifikasi.txt,2 mobile phone smartphone 1 camera hd 48mp 169 1280x720 f1 8 wide dual led flash hdr panorama rgb red green blue 3 2 2 analisis butuh perangkat lunak perangkat lunak teliti identifikasi sakit kulit manusia operating system windows jupyter lab bahasa pemrograman python visual studio text editor tabel 3 2 tabel 3,17,1,1,15,0.07692307692307693,0.3973337950138504,0.0
