nama_dokumen,kalimat,index,important,conjunction,length,words_in_title,position,cue_words
Alfharizky Fauzi_Kualifikasi.txt,kulit adalah organ terbesar dalam tubuh dan memainkan peran penting dalam pertahanan terhadap ancaman lingkungan seperti bakteri virus dan zat berbahaya.,4,1,1,25,0.07692307692307693,0.3446712018140589,0.0
Alfharizky Fauzi_Kualifikasi.txt,penyakit kulit merupakan masalah kesehatan yang tersebar luas dan menyerang orang orang dari segala usia dan penyakit ini dapat disebabkan oleh berbagai faktor seperti genetika gaya hidup dan paparan lingkungan.,11,1,1,19,0.19047619047619047,0.7732426303854876,0.08
Alfharizky Fauzi_Kualifikasi.txt,kelainan kulit merupakan hal y ang umum terjadi di seluruh dunia termasuk di indonesia dimana penyakit ini menimbulkan tantangan besar terhadap kesehatan masyarakat karena tingginya angka kejadiannya j. zhang et al.,14,1,1,18,0.45,0.888888888888889,0.08
Alfharizky Fauzi_Kualifikasi.txt,2023 .,18,1,1,12,0.047619047619047616,0.9795918367346937,0.0
Alfharizky Fauzi_Kualifikasi.txt,indonesia adalah rumah bagi lebih dari 270 juta orang yang terkena berbagai penyakit kulit menjadikannya salah satu negara yang paling terkena dampaknya secara global.,20,1,1,9,0.1,0.9977324263038548,0.0
Alfharizky Fauzi_Kualifikasi.txt,penyakit kulit yang umum termasuk psoriasis eksim acne vulgaris vitiligo dan melano ma.,23,1,1,9,0.0,0.9909297052154195,0.0
Alfharizky Fauzi_Kualifikasi.txt,penyakit penyakit ini tidak hanya menimbulkan gejala fisik tetapi juga mempunyai dampak psikologis yang mendalam mempengaruhi kualitas hidup pasien dan interaksi sosial.,24,1,1,14,0.0,0.9795918367346939,0.04
Alfharizky Fauzi_Kualifikasi.txt,diagnosis yang tepat dan efisien dari penyakit kulit menjadi kunci dalam penangan an yang efektif.,25,1,1,22,0.03125,0.963718820861678,0.0
Alfharizky Fauzi_Kualifikasi.txt,namun proses diagnosis yang tergantung pada pengalaman klinis dan pengetahuan medis yang mendalam dari dermatolog sering kali membatasi akses terhadap perawatan yang berkualitas.,26,1,1,11,0.043478260869565216,0.9433106575963719,0.0
Alfharizky Fauzi_Kualifikasi.txt,diagnosis penyakit kulit secara tradisional memerlukan pemeriksaan langsung oleh seorang dokter spesialis kulit yang kemudian dianalisis berdasarkan pengalaman klinis dan pengetahuan medis yang dimilikinya.,27,1,1,13,0.045454545454545456,0.9183673469387754,0.0
Alfharizky Fauzi_Kualifikasi.txt,dengan perkembangan teknologi terutama di bidang kecerdasan buatan artificial intelligence atau ai ada potensi untuk mengoptimalkan proses diagnosis penyakit kulit.,28,1,1,20,0.0,0.888888888888889,0.04
Alfharizky Fauzi_Kualifikasi.txt,dalam beberapa tahun terakhir kemajuan dalam bidang kecerdasan buatan telah membuka peluang baru dalam peningkatan diagnosis penyakit kulit.,30,1,1,14,0.045454545454545456,0.8163265306122449,0.0
Alfharizky Fauzi_Kualifikasi.txt,pemanfaatan algoritma kecerdasan buatan telah terbukti efektif dalam mendukung identifikasi penyakit kulit yang dapat meningkatkan akurasi dan kecepatan diagnosis.,31,1,1,11,0.047619047619047616,0.7732426303854875,0.04
Alfharizky Fauzi_Kualifikasi.txt,namun tantangan uta ma yang masih dihadapi adalah integrasi teknologi ini ke dalam praktik klinis sehari hari dengan cara yang efisien dan aman.,34,1,1,7,0.0,0.6167800453514739,0.04
Alifurrohman_Kualifikasi.txt,Machine Learning (ML) adalah cabang dari kecerdasan artifisial yang memanfaatkan teknik statistik dan algoritma agar dapat belajar dan membuat keputusan atau prediksi berdasarkan data.,1,1,1,50,0.0,0.06664751508187303,0.05555555555555555
Alifurrohman_Kualifikasi.txt,"Dengan menggunakan algoritma ML, komputer dapat meningkatkan efisiensi dalam melakukan berbagai jenis pekerjaan tanpa harus di program secara eksplisit untuk setiap tugasnya (Karimi-Mamaghan, M., Mohammadi, M., Meyer, P., Karimi-Mamaghan, A. M., & Talbi, E. G, 2022).",3,1,1,24,0.041666666666666664,0.1930479747199081,0.0
Alifurrohman_Kualifikasi.txt,"ML memanfaatkan berbagai teknik dari statistik, teori probabilitas, matematika, dan ilmu komputer untuk membangun model dari dataset yang ada.",7,1,1,27,0.08,0.41827061189313414,0.0
Alifurrohman_Kualifikasi.txt,"Machine learning adalah metode yang secara otomatis menganalisis data untuk mendapatkan aturan, kemudian menggunakan aturan ini untuk memprediksi data yang tidak diketahui.",10,1,1,14,0.043478260869565216,0.5630565929330652,0.0
Alifurrohman_Kualifikasi.txt,"Algoritma dan metode statistik diterapkan untuk memberikan komputer kemampuan untuk ""belajar"" dari data dan meningkatkan kinerjanya dalam memecahkan masalah tanpa harus memprogram secara eksplisit untuk setiap masalah (Ni, Qiuping & Tang, Yuanxiang, 2023).",12,1,1,43,0.05263157894736842,0.6480896294168342,0.05555555555555555
Alifurrohman_Kualifikasi.txt,"Machine learning dibagi menjadi tiga kategori supervised learning, unsupervised learning dan reinforcement learning (Karimi-Mamaghan, M., Mohammadi, M., Meyer, P., Karimi-Mamaghan, A. M., & Talbi, E. G, 2022).",14,1,1,30,0.10714285714285714,0.7239299051996553,0.05555555555555555
Alifurrohman_Kualifikasi.txt,"Reinforcement learning merupakan bagian dari machine learning yang membedakan dari supervised learning dan unsupervised learning yaitu pada reinforcement learning dengan trial and eror selama interaksi langsung dengan lingkungan sekitar (Panzer & Bender, 2022).",16,1,1,33,0.03125,0.7905774202815283,0.0
Alifurrohman_Kualifikasi.txt,"Reinforcement learning (RL) tidak memerlukan sinyal yang diawasi untuk belajar, RL bergantung pada sinyal umpan balik dari individu (agent) di lingkungannya.",19,1,1,20,0.0,0.8733122665900602,0.0
Alifurrohman_Kualifikasi.txt,"Umpan balik ini mengoreksi keadaan dan tindakan agen, sehingga agen secara bertahap dapat mempelajari cara memaksimalkan hadiah (reward) dengan cara memaksimalkan nilai cumulativereward (hadiah atau imbalan yang dikumpulkan secara kumulatif) dan mencapai kemampuan belajar mandiri yang kuat (Ni & Tang, 2023).",20,1,1,14,0.0,0.8962941683424304,0.0
Alifurrohman_Kualifikasi.txt,"Algoritma RL dapat dibagi menjadi dua kategori yaitu pembelajaran berbasis model dan pembelajaran bebas model (Mousavi, Seyed Sajad, Howley, Enda & Schukat, Michael, 2018).",22,1,1,29,0.15384615384615385,0.9353634013214593,0.0
